date,DrCr,amount,balance,mode,name,Day,Month,Year,Tday
2022-07-16,Db,10000.0,172044.14,ATM,,16,07,2022,88
2022-07-17,Cr,700.0,172744.14,UPI,ISUFSABA,17,07,2022,89
2022-07-17,Cr,1500.0,174244.14,UPI,ISUFSABA,17,07,2022,89
2022-07-21,Db,500.0,173744.14,UPI,ABUTALAH,21,07,2022,90
2022-07-23,Db,496.0,173248.14,UPI,PHONEPE,23,07,2022,91
2022-07-28,Db,2000.0,171248.14,UPI,ABUTALAH,28,07,2022,92
2022-07-29,Db,160000.0,11248.14,CHEQUE,,29,07,2022,93
2022-08-01,Cr,1038.0,12286.14,SBINT,,01,08,2022,94
2022-08-01,Db,627.0,11659.14,UPI,DOMINOSP,01,08,2022,94
2022-08-01,Db,114.0,11545.14,UPI,DOMINOSP,01,08,2022,94
2022-08-01,Cr,11500.0,23045.14,UPI,NAFEESAB,01,08,2022,94
2022-08-02,Db,1000.0,22045.14,ATM,,02,08,2022,95
2022-08-02,Cr,53912.0,75957.14,NEFT,,02,08,2022,95
2022-08-03,Db,1120.0,74837.14,UPI,AYUBRAJE,03,08,2022,96
2022-08-03,Db,26286.0,48551.14,UPI,HDFCBANK,03,08,2022,96
2022-08-06,Db,5000.0,43551.14,UPI,BUDESAHEB,06,08,2022,97
2022-08-06,Db,1000.0,42551.14,UPI,SANGALLI,06,08,2022,97
2022-08-07,Db,422.0,42129.14,UPI,IBRAHIMK,07,08,2022,98
2022-08-07,Db,9000.0,33129.14,ATM,,07,08,2022,98
2022-08-07,Db,5000.0,28129.14,ATM,,07,08,2022,98
2022-08-07,Db,100.0,28029.14,UPI,PHONEPE,07,08,2022,98
2022-08-11,Cr,7.09,28036.23,ECS,,11,08,2022,99
2022-08-12,Db,500.0,27536.23,UPI,ABUTALAH,12,08,2022,100
2022-08-14,Db,382.0,27154.23,UPI,PHONEPE,14,08,2022,101
2022-08-17,Db,719.0,26435.23,UPI,PHONEPE,17,08,2022,102
2022-08-17,Db,1000.0,25435.23,UPI,ABUTALAH,17,08,2022,102
2022-08-20,Db,100.0,25335.23,UPI,NINECITY,20,08,2022,103
2022-08-22,Db,2000.0,23335.23,UPI,MAHAMMADH,22,08,2022,104
2022-08-22,Db,938.0,22397.23,UPI,KOTAKGEN,22,08,2022,104
2022-08-22,Cr,938.0,23335.23,UPI,PHONEPE,22,08,2022,104
2022-08-23,Db,1200.0,22135.23,UPI,ABUTALAH,23,08,2022,105
2022-08-23,Db,100.0,22035.23,UPI,ABUTALAH,23,08,2022,105
2022-08-26,Cr,360000.0,382035.23,FUNDS TRANSFER DEBIT,,26,08,2022,106
2022-08-29,Db,1980.0,380055.23,UPI,BUDESAHEB,29,08,2022,107
2022-09-01,Cr,53912.0,433967.23,NEFT,,01,09,2022,108
2022-09-01,Cr,11500.0,445467.23,UPI,NAFEESAB,01,09,2022,108
2022-09-02,Db,26286.0,419181.23,UPI,HDFCBANK,02,09,2022,109
2022-09-02,Db,530.0,418651.23,UPI,BAJAJFIN,02,09,2022,109
2022-09-03,Db,980.0,417671.23,UPI,AYUBRAJE,03,09,2022,110
2022-09-05,Db,6400.0,411271.23,UPI,SANGALLI,05,09,2022,111
2022-09-05,Db,300000.0,111271.23,CHEQUE,,05,09,2022,111
2022-09-05,Db,100.0,111171.23,UPI,PHONEPE,05,09,2022,111
2022-09-06,Db,14000.0,97171.23,UPI,ABUTALAH,06,09,2022,112
2022-09-07,Db,1737.01,95434.22,UPI,1MGHEALT,07,09,2022,113
2022-09-08,Cr,191.39,95625.61,UPI,1MGHEALT,08,09,2022,114
2022-09-09,Cr,148.53,95774.14,UPI,1MGHEALT,09,09,2022,115
2022-09-11,Db,553.0,95221.14,UPI,PHONEPE,11,09,2022,116
2022-09-11,Db,1200.0,94021.14,UPI,ABUTALAH,11,09,2022,116
2022-09-12,Cr,84.0,94105.14,ECS,,12,09,2022,117
2022-09-12,Db,100.0,94005.14,UPI,ABUTALAH,12,09,2022,117
2022-09-17,Db,2000.0,92005.14,UPI,ABUTALAH,17,09,2022,118
2022-09-20,Db,10000.0,82005.14,ATM,,20,09,2022,119
2022-09-20,Cr,2.5,82007.64,ECS,,20,09,2022,119
2022-09-22,Db,5500.0,76507.64,UPI,BUDESAHEB,22,09,2022,120
2022-09-23,Cr,7.09,76514.73,ECS,,23,09,2022,121
2022-09-24,Db,18.0,76496.73,SMS CHARGES,,24,09,2022,122
2022-09-28,Cr,1.0,76497.73,IMPS,,28,09,2022,123
2022-09-30,Db,37000.0,39497.73,UPI,ABUTALAH,30,09,2022,124
2022-09-30,Cr,53912.0,93409.73,NEFT,,30,09,2022,124
2022-10-01,Db,980.0,92429.73,UPI,AYUBRAJE,01,10,2022,125
2022-10-03,Db,10000.0,82429.73,ATM,,03,10,2022,126
2022-10-03,Db,26286.0,56143.73,UPI,HDFCBANK,03,10,2022,126
2022-10-03,Db,5200.0,50943.73,UPI,BUDESAHEB,03,10,2022,126
2022-10-03,Db,36000.0,14943.73,UPI,ABUTALAH,03,10,2022,126
2022-10-04,Cr,11500.0,26443.73,UPI,NAFEESAB,04,10,2022,127
2022-10-09,Db,100.0,26343.73,UPI,PHONEPE,09,10,2022,128
2022-10-12,Cr,97.02,26440.75,ECS,,12,10,2022,129
2022-10-15,Db,145.0,26295.75,UPI,MAHARANI,15,10,2022,130
2022-10-16,Db,10000.0,16295.75,ATM,,16,10,2022,131
2022-10-18,Db,1500.0,14795.75,UPI,ABUTALAH,18,10,2022,132
2022-10-23,Db,2500.0,12295.75,UPI,ABUTALAH,23,10,2022,133
2022-10-26,Db,500.0,11795.75,UPI,SANGALLI,26,10,2022,134
2022-10-27,Cr,5361.0,17156.75,NEFT,,27,10,2022,135
2022-10-28,Db,189.0,16967.75,UPI,FLIPKART,28,10,2022,136
2022-10-31,Db,2000.0,14967.75,UPI,ABUTALAH,31,10,2022,137
2022-11-01,Cr,622.0,15589.75,SBINT,,01,11,2022,138
2022-11-01,Db,549.0,15040.75,UPI,AMAZONPAY,01,11,2022,138
2022-11-03,Cr,41699.0,56739.75,NEFT,,03,11,2022,139
2022-11-03,Cr,11500.0,68239.75,UPI,NAFEESAB,03,11,2022,139
2022-11-03,Db,5400.0,62839.75,UPI,SANGALLI,03,11,2022,139
2022-11-04,Db,805.0,62034.75,UPI,AYUBRAJE,04,11,2022,140
2022-11-06,Db,26286.0,35748.75,UPI,HDFCBANK,06,11,2022,141
2022-11-10,Db,666.0,35082.75,UPI,PHONEPE,10,11,2022,142
2022-11-11,Db,500.0,34582.75,UPI,ABUTALAH,11,11,2022,143
2022-11-14,Db,10000.0,24582.75,ATM,,14,11,2022,144
2022-11-15,Db,1.0,24581.75,UPI,NANDISHM,15,11,2022,145
2022-11-15,Db,6099.0,18482.75,UPI,NANDISHM,15,11,2022,145
2022-11-15,Db,900.0,17582.75,UPI,NANDISHM,15,11,2022,145
2022-11-17,Cr,30919.0,48501.75,NEFT,,17,11,2022,146
2022-11-17,Db,132.0,48369.75,UPI,FLIPKART,17,11,2022,146
2022-11-18,Db,700.0,47669.75,UPI,BUDESAHEB,18,11,2022,147
2022-11-19,Db,1000.0,46669.75,UPI,ABUTALAH,19,11,2022,148
2022-11-21,Db,493.0,46176.75,UPI,PHONEPE,21,11,2022,149
2022-11-22,Db,424.0,45752.75,UPI,PHONEPE,22,11,2022,150
2022-11-24,Cr,33117.0,78869.75,NEFT,,24,11,2022,151
2022-11-24,Db,100.0,78769.75,UPI,PHONEPE,24,11,2022,151
2022-11-24,Db,1000.0,77769.75,UPI,ABUTALAH,24,11,2022,151
2022-11-25,Db,4400.0,73369.75,UPI,BUDESAHEB,25,11,2022,152
2022-11-28,Db,3030.0,70339.75,UPI,MOMAHADHU,28,11,2022,153
2022-12-01,Cr,41299.0,111638.75,NEFT,,01,12,2022,154
2022-12-01,Db,1000.0,110638.75,UPI,ABUTALAH,01,12,2022,154
2022-12-02,Cr,11500.0,122138.75,UPI,NAFEESAB,02,12,2022,155
2022-12-03,Db,26286.0,95852.75,UPI,HDFCBANK,03,12,2022,156
2022-12-03,Db,420.0,95432.75,UPI,AYUBRAJE,03,12,2022,156
2022-12-04,Cr,1.0,95433.75,UPI,ASGARALI,04,12,2022,157
2022-12-04,Cr,4570.0,100003.75,UPI,ASGARALI,04,12,2022,157
2022-12-05,Cr,123.2,100126.95,ECS,,05,12,2022,158
2022-12-05,Db,5400.0,94726.95,UPI,SANGALLI,05,12,2022,158
2022-12-06,Db,1500.0,93226.95,UPI,ABUTALAH,06,12,2022,159
2022-12-13,Db,399.0,92827.95,UPI,PHONEPE,13,12,2022,160
2022-12-13,Db,1.0,92826.95,UPI,HUCHCHAPP,13,12,2022,160
2022-12-13,Db,2999.0,89827.95,UPI,HUCHCHAPP,13,12,2022,160
2022-12-14,Db,199.0,89628.95,UPI,FLIPKART,14,12,2022,161
2022-12-14,Cr,1.0,89629.95,UPI,BHIMANAGO,14,12,2022,161
2022-12-14,Cr,1300.0,90929.95,UPI,BHIMANAGO,14,12,2022,161
2022-12-14,Cr,1300.0,92229.95,UPI,MALATESH,14,12,2022,161
2022-12-16,Cr,1300.0,93529.95,UPI,SHIVANAND,16,12,2022,162
2022-12-16,Db,23000.0,70529.95,UPI,ABUTALAH,16,12,2022,162
2022-12-20,Cr,1300.0,71829.95,UPI,HANAMANTH,20,12,2022,163
2022-12-21,Cr,200.0,72029.95,UPI,RAHILMAN,21,12,2022,164
2022-12-21,Db,2000.0,70029.95,UPI,ABUTALAH,21,12,2022,164
2022-12-21,Db,5.0,70024.95,UPI,SAGAR,21,12,2022,164
2022-12-22,Db,4000.0,66024.95,UPI,MOHAMMEDT,22,12,2022,165
2022-12-24,Db,11.0,66013.95,SMS CHARGES,,24,12,2022,166
2022-12-24,Cr,7.09,66021.04,ECS,,24,12,2022,166
2022-12-24,Db,1740.0,64281.04,UPI,RANGOL|S,24,12,2022,166
2022-12-29,Db,1000.0,63281.04,UPI,ABUTALAH,29,12,2022,167
2022-12-31,Cr,41699.0,104980.04,NEFT,,31,12,2022,168
2023-01-01,Cr,5.0,104985.04,UPI,MEHTAMOH,01,01,2023,169
2023-01-01,Db,6005.0,98980.04,UPI,MEHTAMOH,01,01,2023,169
2023-01-03,Db,26286.0,72694.04,UPI,HDFCBANK,03,01,2023,170
2023-01-04,Cr,11500.0,84194.04,UPI,NAFEESAB,04,01,2023,171
2023-01-05,Db,5400.0,78794.04,UPI,SANGALLI,05,01,2023,172
2023-01-07,Db,202.0,78592.04,UPI,PHONEPE,07,01,2023,173
2023-01-07,Db,1000.0,77592.04,UPI,ABUTALAH,07,01,2023,173
2023-01-10,Db,400.0,77192.04,UPI,SAIDUSABI,10,01,2023,174
2023-01-10,Db,6000.0,71192.04,UPI,ABUTALAH,10,01,2023,174
2023-01-17,Db,3450.0,67742.04,UPI,MADANLAL,17,01,2023,175
2023-01-17,Db,3000.0,64742.04,UPI,PRAKASHK,17,01,2023,175
2023-01-17,Db,11000.0,53742.04,UPI,MOHAMMED,17,01,2023,175
2023-01-17,Db,500.0,53242.04,UPI,SANGALLI,17,01,2023,175
2023-01-17,Db,600.0,52642.04,UPI,SANGALLI,17,01,2023,175
2023-01-18,Db,1000.0,51642.04,UPI,ABUTALAH,18,01,2023,176
2023-01-19,Cr,7.09,51649.13,ECS,,19,01,2023,177
2023-01-23,Db,1.0,51648.13,UPI,CHANDRAKA,23,01,2023,178
2023-01-23,Db,2800.0,48848.13,UPI,CHANDRAKA,23,01,2023,178
2023-01-23,Db,1500.0,47348.13,UPI,PRATIKC,23,01,2023,178
2023-01-24,Cr,10000.0,57348.13,UPI,NAFEESAB,24,01,2023,179
2023-01-25,Db,1.0,57347.13,UPI,JESARAMG,25,01,2023,180
2023-01-25,Db,700.0,56647.13,UPI,JESARAMG,25,01,2023,180
2023-01-27,Db,1000.0,55647.13,UPI,ABUTALAH,27,01,2023,181
2023-01-27,Db,290.0,55357.13,UPI,RAVIKUMAR,27,01,2023,181
2023-01-27,Db,324.0,55033.13,UPI,UTTAMRAJ,27,01,2023,181
2023-01-29,Db,148.0,54885.13,DEBIT CARD ANNUAL,,29,01,2023,182
2023-01-30,Db,1000.0,53885.13,UPI,SANGALLI,30,01,2023,183
2023-01-31,Cr,4570.0,58455.13,UPI,ASGARALI,31,01,2023,184
2023-01-31,Cr,1430.0,59885.13,UPI,ASGARALI,31,01,2023,184
2023-01-31,Db,10000.0,49885.13,ATM,,31,01,2023,184
2023-01-31,Db,10000.0,39885.13,ATM,,31,01,2023,184
2023-01-31,Db,5000.0,34885.13,ATM,,31,01,2023,184
2023-02-01,Cr,476.0,35361.13,SBINT,,01,02,2023,185
2023-02-02,Db,260.0,35101.13,UPI,SIMABAYl,02,02,2023,186
2023-02-03,Db,26286.0,8815.13,UPI,HDFCBANK,03,02,2023,187
2023-02-03,Cr,43236.0,52051.13,NEFT,,03,02,2023,187
2023-02-03,Db,374.0,51677.13,UPI,PHONEPE,03,02,2023,187
2023-02-05,Db,333.0,51344.13,UPI,PHONEPE,05,02,2023,188
2023-02-06,Db,16000.0,35344.13,UPI,ABDULHAME,06,02,2023,189
2023-02-08,Cr,1.0,35345.13,UPI,NAFEESAB,08,02,2023,190
2023-02-08,Cr,11500.0,46845.13,UPI,NAFEESAB,08,02,2023,190
2023-02-09,Db,101.0,46744.13,UPI,PHONEPE,09,02,2023,191
2023-02-09,Db,5000.0,41744.13,ATM,,09,02,2023,191
2023-02-10,Db,1000.0,40744.13,UPI,ABUTALAH,10,02,2023,192
2023-02-13,Db,5000.0,35744.13,ATM,,13,02,2023,193
2023-02-16,Db,5000.0,30744.13,ATM,,16,02,2023,194
2023-02-16,Cr,5000.0,35744.13,ATM,,16,02,2023,194
2023-02-16,Db,5000.0,30744.13,ATM,,16,02,2023,194
2023-02-16,Db,300.0,30444.13,UPI,MAHAMMADH,16,02,2023,194
2023-02-21,Db,1000.0,29444.13,UPI,ABUTALAH,21,02,2023,195
2023-02-22,Cr,4000.0,33444.13,UPI,MOHAMMEDI,22,02,2023,196
2023-02-23,Cr,8.0,33452.13,ECS,,23,02,2023,197
2023-02-24,Cr,119.0,33571.13,ECS,,24,02,2023,198
2023-02-28,Db,33571.0,0.13,UNKNOWN,,28,02,2023,199
2023-02-28,Cr,28386.0,28386.13,NEFT,,28,02,2023,199
2023-03-01,Db,2000.0,26386.13,UPI,AKHEELAH,01,03,2023,200
2023-03-02,Db,1000.0,25386.13,UPI,MOHAMMEDI,02,03,2023,201
2023-03-02,Db,2000.0,23386.13,UPI,MAHAMMADH,02,03,2023,201
2023-03-02,Db,2000.0,21386.13,UPI,ABUTALAH,02,03,2023,201
2023-03-03,Cr,11500.0,32886.13,UPI,NAFEESAB,03,03,2023,202
2023-03-04,Db,699.0,32187.13,UPI,FLIPKART,04,03,2023,203
2023-03-04,Db,436.0,31751.13,UPI,PHONEPE,04,03,2023,203
2023-03-05,Db,26286.0,5465.13,UPI,HDFCBANK,05,03,2023,204
2023-03-07,Db,100.0,5365.13,UPI,PHONEPE,07,03,2023,205
2023-03-09,Cr,1.0,5366.13,IMPS,,09,03,2023,206
2023-03-11,Db,177.0,5189.13,ECS,,11,03,2023,207
2023-03-13,Db,1000.0,4189.13,UPI,ABUTALAH,13,03,2023,208
2023-03-26,Db,12.0,4177.13,SMS CHARGES,,26,03,2023,209
2023-03-27,Db,1000.0,3177.13,UPI,ABUTALAH,27,03,2023,210
2023-03-30,Cr,1000.0,4177.13,UPI,MOHAMMED,30,03,2023,211
2023-04-03,Cr,450.0,4627.13,NEFT,,03,04,2023,212
2023-04-03,Cr,10000.0,14627.13,UPI,ASGARALI,03,04,2023,212
2023-04-04,Db,1000.0,13627.13,UPI,ABUTALAH,04,04,2023,213
2023-04-05,Db,59.0,13568.13,ATM,,05,04,2023,214
2023-04-05,Db,2000.0,11568.13,ATM,,05,04,2023,214
2023-04-07,Db,1000.0,10568.13,UPI,ABUTALAH,07,04,2023,215
2023-04-11,Db,2500.0,8068.13,UPI,ABUTALAH,11,04,2023,216
2023-04-11,Db,5000.0,3068.13,ATM,,11,04,2023,216
2023-04-13,Cr,44136.0,47204.13,NEFT,,13,04,2023,217
2023-04-15,Db,400.0,46804.13,UPI,KANSINGH,15,04,2023,218
2023-04-15,Db,9000.0,37804.13,ATM,,15,04,2023,218
2023-04-17,Db,7800.0,30004.13,UPI,BUDESAHEB,17,04,2023,219
2023-04-18,Cr,25000.0,55004.13,NEFT,,18,04,2023,220
2023-04-20,Db,532.0,54472.13,UPI,RANGOL|S,20,04,2023,221
2023-04-20,Db,225.0,54247.13,UPI,SUNILSHA,20,04,2023,221
2023-04-24,Db,120.0,54127.13,UPI,ABUTALAH,24,04,2023,222
2023-04-27,Db,1129.0,52998.13,UPI,FLIPKART,27,04,2023,223
2023-04-27,Db,45.0,52953.13,UPI,SHIVANAND,27,04,2023,223
2023-04-28,Db,666.0,52287.13,UPI,PHONEPE,28,04,2023,224
2023-04-28,Db,216.0,52071.13,UPI,FLIPKART,28,04,2023,224
2023-04-28,Db,2000.0,50071.13,UPI,NAFEESAB,28,04,2023,224
2023-04-28,Db,1000.0,49071.13,UPI,ABUTALAH,28,04,2023,224
2023-04-29,Db,9000.0,40071.13,ATM,,29,04,2023,225
2023-05-01,Cr,179.0,40250.13,SBINT,,01,05,2023,226
2023-05-01,Db,1500.0,38750.13,UPI,SHRIGOPA,01,05,2023,226
2023-05-02,Cr,25000.0,63750.13,UPI,NAFEESAB,02,05,2023,227
